#漢字	音標	解釋
多	tɔu22	多：～少
求	ʨʰiu41	求：要～
球	ʨʰiu41	球：足～
仇	ɕiu41	仇：姓
臼	ʨʰiu22	臼：石～，脱～
舅	ʨʰiu22	舅：～公
舊	ʨʰiu31	旧：新～
柩	ʨiu45	柩：灵～
牛	ŋeu41	牛：～牯
休	ɕiu22	休：～息，退～
朽	ɕiu45	朽：腐～
嗅	ʨʰiu45	嗅：～觉
憂	iu41	忧：～虑，担～
優	iu41	优：～秀
尤	iu41	尤：～其
郵	iu41	邮：～票，～电局
有	iu22	有：～钱
友	iu45	友：朋～，～谊
又	iu31	又：～来
右	iu31	右：左～
祐	iu31	佑：保～
由	iu41	由：～于，理～
油	iu41	油：麻～
遊	iu41	游：～泳，旅～
猶	iu41	犹：～豫
悠	iu41	悠：～闲，历史～久
酉	iu22	酉：地支，申酉戌亥
誘	iu45	诱：～惑，引～
柚	iu41	柚：沙田～
釉	iu41	釉：上～，～彩
彪	piau22	彪：林～
謬	miau31	谬：～论，荒～
丟	tiu22	丢：～失
糾	keu22	纠：～正
幽	iu41	幽：～默
幼	iu45	幼：细小，～稚
耽	taŋ22	耽：～误
答	tak2	答：回～
搭	tak2	搭：～车；衣服搭在肩上
貪	tʰaŋ22	贪：～心
探	tʰaŋ45	探：试～
踏	tʰak4	踏：脚～
潭	tʰaŋ41	潭：深～
譚	tʰaŋ41	谭：姓，～嗣同
沓	tʰiak4	沓：一～纸
沓	tʰet4	沓：一～纸
南	naŋ41	南：东南西北
男	naŋ41	男：男女
納	nak4	纳：归～
拉	la22	拉：拖～
參	ʦʰaŋ22	参：～军，～加
慘	ʦʰaŋ31	惨：悲～
蠶	ʦʰaŋ41	蚕：～丝
雜	ʦʰak4	杂：复～
感	kaŋ31	感：～谢，～动
蛤	kak2	蛤：花～；～蚧
鴿	kak2	鸽：白～
堪	kʰaŋ22	堪：难～，不～
坎	kʰaŋ22	坎：～坷
砍	kʰan31	砍：～伤
勘	kʰaŋ45	勘：～误，～探
含	haŋ41	含：包～[文]
含	hen41	含：～糖[白]
函	haŋ41	函：～授，信～
撼	haŋ41	撼：震～
憾	haŋ31	憾：遗～
合	hak4	合：～作，～适[文]
合	hak4	合：～本，～伙[白]
盒	hak4	盒：铁～
庵	aŋ22	庵：尼姑～
揞	en22	揞：手覆，揞住
揞	iaŋ31	揞：把粉末撒在表面
暗	aŋ45	暗：不亮
擔	taŋ22	担：～任[动]
擔	taŋ45	担：～竿[名]
膽	taŋ31	胆：大～
擔	taŋ22	担：挑～[名]；一～水[量]
毯	tʰan31	毯：毛～
塔	tʰak2	塔：宝～
塌	tʰak2	塌：倒～
談	tʰaŋ41	谈：会～，～论
痰	tʰaŋ41	痰：吐～
淡	tʰaŋ31	淡：～水（地名）
淡	tʰaŋ22	淡：咸～；浓～
藍	laŋ41	蓝：～色；姓
籃	laŋ41	篮：菜～
覽	laŋ45	览：展～，阅～室
攬	laŋ45	揽：包～[文]
攬	laŋ31	揽：抱[白]
欖	laŋ31	榄：橄～，乌～
濫	laŋ45	滥：泛～
纜	laŋ31	缆：～车
臘	lak4	腊：～肉，～肠
蠟	lak4	蜡：～烛
慚	ʨʰia41	惭：～愧
暫	ʨʰiaŋ31	暂：～时
三	saŋ22	三：～国
甘	kaŋ22	甘：甜；～心
柑	kaŋ22	柑
敢	kaŋ31	敢：勇～
橄	kaŋ31	橄：～榄
磕	kʰak2	磕：～头
喊	haŋ45	喊：叫[文]
喊	eu41	喊：叫[白]
站	ʦaŋ31	站：站立
賺	ʦʰan31	赚：～钱
站	ʦaŋ31	站：车～
斬	ʦaŋ31	斩：白～鸡
蘸	ʨiaŋ31	蘸：～豉油
插	ʦʰak2	插：～花
閘	ʦʰak4	闸：铁～，跳～
煠	sak4	炸：～番薯（水煮地瓜）
杉	sa22	杉：～树
尷	kaŋ22	尴：～尬
減	kaŋ31	减：加～
鹻	kan31	碱：酸～，～性
鹻	kan31	碱：纯～
夾	ʨiak4	夹：夹子；～心饼干
恰	kʰak2	恰：～切，～当
咸	haŋ41	咸：～丰皇帝
鹹	haŋ41	咸：～淡
陷	haŋ31	陷：～害，～井
掐	nak4	掐：～颈（掐脖子）
餡	haŋ31	馅：～饼
狹	ʨʰiak4	狭：～窄[文]
狹	ʨʰiak4	狭：空间小[白]
峽	ʨʰiak4	峡：三～（地名）
洽	hak4	洽：～谈会，融～
衫	saŋ22	衫：衬～，～裤（衣服）
監	kaŋ45	监：～狱，～视，～督
鑑	kaŋ45	鉴：～定
監	kaŋ45	监：太～
甲	kak2	甲：天干，甲乙丙丁
胛	kak2	胛：肩～
巖	ŋaŋ41	岩：～石，石灰～
碟	tʰiak4	碟：盛具，碟子
牒	tʰiak4	牒：通～，文～
蝶	tʰiak4	蝶：蝴～
諜	tʰiak4	谍：间～
鮎	ȵiaŋ41	鲇：～鱼
拈	ȵiaŋ22	拈：用指头捏取物，～起来
念	ȵiaŋ31	念：～经，怀～
兼	ʨiaŋ22	兼：～职
挾	ʨiak2	挟：～菜
謙	ʨʰiaŋ22	谦：～虚
歉	ʨʰiaŋ45	歉：道～，～意
嫌	ɕiaŋ41	嫌：～弃，～人
協	ɕiak2	协：～会，～作
俠	ʨʰiak4	侠：武～
法	fak2	法：方～
泛	faŋ45	泛：广～，～滥[文]
泛	pʰaŋ45	泛：中空，～谷[白]
凡	fan41	凡：平～
帆	fan41	帆：～船
范	faŋ31	范：姓
範	faŋ45	范：模～，～围
犯	faŋ31	犯：～法[文]
犯	faŋ31	犯：触犯[白]
乏	fat4	乏：缺～
稟	pin31	禀：～报
品	pʰin31	品：～德
賃	lin41	赁：租～
林	lin41	林：树～；姓
淋	lin41	淋：～湿，～菜
臨	lin41	临：～时，面～
立	lit4	立：～足
笠	lit2	笠：斗～
粒	lit2	粒：三～，颗～
凜	lin41	凛：威风～～
浸	ʨin45	浸：～水
侵	ʨʰin45	侵：～略
寢	ʨʰin45	寝：就～，～室，废～忘食
緝	ʨʰit4	缉：～私，通～
集	ʨʰit4	集：～合，～体
輯	ʨʰit4	辑：编～
心	ɕin22	心：～肝，内～
尋	ʨʰin41	寻：～人
習	ɕit4	习：学～，练～
襲	ʨʰit4	袭：～击，偷～
沉	ʨʰin41	沉：～底
蟄	ʨʰit4	蛰：惊～
參	ʦʰaŋ22	参：～差不齐
岑	ʨʰin41	岑：姓，～参；～村
森	sen41	森：～林
參	sen22	参：人～
滲	saŋ22	渗：～水
澀	set2	涩：青～
澀	ʨiak2	涩：柿子～[训]
針	ʨin22	针：～线，～对
斟	ʨin22	斟：～酒，～酌
枕	ʨin31	枕：～头[名]；～枕头[动]
執	ʨit2	执：～行，～法
汁	ʨit2	汁：菜～，果～
深	ʨʰin22	深：～浅，～入
沈	ɕin31	沈：姓；地名，～阳
審	ɕin31	审：～问
嬸	ɕin31	婶：叔母，大～
濕	ɕit2	湿：潮～
甚	ɕin31	甚：～至
十	ɕit4	十：数字
拾	ɕit4	拾：收～
壬	ȵin41	壬：天干，庚辛壬癸
任	ȵin31	任：姓；责～，～何
入	ȵit4	入：～门，进～
今	ʨin22	今：～日，～年，现～[文]
今	ʨin22	今：～日，～年[白]
金	ʨin22	金：～银
禁	ʨin45	禁：不～
襟	ʨin45	襟：衣的前幅、交领，连～
錦	ʨin31	锦：～绣，～旗
禁	ʨin45	禁：～止
急	ʨit2	急：心～
級	ʨit2	级：～别，年～
級	ʨit2	级：三年～
給	ʨit2	给：供～，～予
欽	ʨʰin22	钦：～差，～佩
泣	lit2	泣：～血，哭～
琴	ʨʰin41	琴：弹～
禽	ʨʰin41	禽：家～
擒	ʨʰin41	擒：～拿
及	ʨʰit4	及：～时
吟	in41	吟：～诗
吸	ʨit2	吸：呼～，～引
音	in22	音：～乐，声～
陰	in22	阴：～天
飮	ȵin31	饮：～料
蔭	in22	荫：福～，树～
飮	in45	饮：～田
淫	in41	淫：～荡
丹	tan22	丹：牡～，仙～
單	tan22	单：～独
旦	tan45	旦：元～，花～
疸	taŋ31	疸：黄～
灘	tʰan22	滩：沙～
攤	tʰan22	摊：分～，～开，摆～
癱	tʰan22	瘫：～痪
坦	tʰan31	坦：～白，～克
炭	tʰan45	炭：烧～
嘆	tʰan45	叹：～气
獺	ʦʰat2	獭：水～
檀	tʰan41	檀：～香
壇	tʰan41	坛：天～，文～
彈	tʰan41	弹：～琴
誕	tan45	诞：圣～，～生
但	tʰan31	但：～係（但是），不～
彈	tʰan31	弹：子～
蛋	tʰan31	蛋：皮～
達	tʰat4	达：发～，～到
難	nan41	难：困～
難	nan31	难：逃～，患～
捺	nai45	捺：撇～
蘭	lan41	兰：～花
攔	lan41	拦：～路
欄	lan41	栏：～杆
懶	lan22	懒：懒惰，～尸
爛	lan31	烂：灿～，腐～
辣	lat4	辣：～椒
瘌	lat2	瘌：结～（结痂），～痢（头屑）
贊	ʦan45	赞：称～，～助
餐	ʦʰan22	餐：～车，快～
燦	ʦʰan31	灿：～烂
擦	ʦʰat2	擦：～车
殘	ʦʰan41	残：～废
珊	san22	珊：～瑚
散	san31	散：药～
散	san45	散：分～，解～
撒	sa31	撒：～手，～种
薩	sat2	萨：菩～
干	kɔn22	干：天～地支；～扰
亁	kɔn22	干：烘～，饼～
肝	kɔn22	肝：猪～
竿	kɔn22	竿：竹～
桿	kɔn22	杆：旗～，杠～
稈	kɔn31	秆：禾～（稻秆）
趕	kɔn31	赶：追～
幹	kɔn45	干：～部，才～
割	kɔt2	割：～禾（割稻）
葛	kɔt2	葛：诸～亮；生～，～薯
看	kʰɔn45	看：～守所
刊	kʰan41	刊：报～
看	kʰɔn45	看：看见
渴	hɔt2	渴：口渴；～望
岸	ŋan31	岸：口～，两～
鼾	pʰun45	鼾：～睡
罕	han31	罕：稀～
漢	hɔn45	汉：～人
喝	hɔt2	喝：吆～，～彩
寒	hɔn41	寒：大～，～流
韓	hɔn41	韩：～国；姓
旱	hɔn22	旱：干旱
汗	hɔn31	汗：出～，～马功劳
銲	hɔn31	焊：电～，～接
翰	hɔn45	翰：～林院；人名用字
安	ɔn22	安：公～，～全
鞍	ɔn22	鞍：马～，～山
按	ɔn45	按：～照
案	ɔn45	案：～件，档～
扮	pan45	扮：打～
八	pat2	八：数字
盼	pʰan45	盼：～望
瓣	pan31	瓣：花～
辦	pʰan31	办：～事
拔	pʰat4	拔：～河，选～
綻	ʦan31	绽：破～[文]
綻	ʦʰan45	绽：长出，～笋，～芽[白]
盞	ʦan31	盏：灯～（灯）
紮	ʦak2	扎：～紧，驻～
鏟	ʦʰan31	铲：～草
察	ʦʰat2	察：观～
山	san22	山
產	ʦʰan31	产：生～
殺	sat2	杀：～人，自～
艱	ken22	艰：～苦
間	kan22	间：房～，中～
簡	kan31	简：～单
揀	kan31	拣：挑选
間	kan45	间：～断，离～[文]
間	kaŋ45	间：隔开[白]
眼	ŋan31	眼：双～皮
閑	han41	闲：～事，空～
限	han31	限：期～，～制
莧	han31	苋：～菜
軋	ʦak2	轧：～钢厂
班	pan22	班：上～
斑	pan22	斑：～马
頒	pan22	颁：～布，～奖
扳	pan31	扳：～手
板	pan31	板：黑～，石～
版	pan31	版：出～
攀	pan22	攀：～登，高～
襻	pʰan45	襻：扣住扣子的套，纽～
蠻	man41	蛮：不听话；野～
慢	man31	慢：～车
棧	ʦan31	栈：客～；碗橱，碗～
鍘	ʦet2	铡：～刀
刪	san22	删：～除
疝	san22	疝：～气（小肠气）
奸	kan22	奸：～诈，～臣
鐧	kan22	锏：杀手～
顏	ŋan41	颜：姓；～色
雁	ŋai31	雁：大～
瞎	hat2	瞎：～目
轄	hat4	辖：管～，直～市
鞭	pien22	鞭：皮～，～策
編	pien22	编：主～，～辑[文]
編	pien22	编：毛～，～毛编[白]
變	pien45	变：～化，改～
別	pʰiet4	别：区～
鼈	piet2	鳖：甲鱼
篇	pʰien22	篇：一～文章
偏	pʰien22	偏：～～，～僻
騙	pʰien45	骗：欺～
便	pʰien41	便：～宜
辨	pʰien31	辨：分～，～别
辯	pʰien31	辩：～论
汴	pien31	汴：～京（北宋都城）
便	pʰien31	便：方～
別	pʰiet4	别：离～，分～
綿	mien41	绵：海～，～羊
棉	mien41	棉：～花
免	mien22	免：难～，～除
勉	mien31	勉：～强，～励
娩	mien31	娩：分～
緬	mien31	缅：～怀；～甸（地名）
面	mien45	面：～子
滅	miet4	灭：消～，～亡
碾	ʦan31	碾：～米
連	lien41	连：～长；大～（地名）
聯	liaŋ41	联：～系；对～
列	liet4	列：排～；～宁（人名）
列	liet4	列：两～（两排）[白，量]
烈	liet4	烈：～士，热～
裂	liet4	裂：～开，分～
煎	ʨien22	煎：～药，～鱼
剪	ʨien31	剪：～刀
箭	ʨien45	箭：射～
濺	ʨʰien31	溅：～一身水
遷	ʨʰiaŋ22	迁：升～，～怒
淺	ʨʰien31	浅：深～
錢	ʨʰien41	钱：～财
踐	ʨien31	践：实～
賤	ʨʰien31	贱：下～，～人
仙	ɕien22	仙：神～
鮮	ɕien22	鲜：新～
鮮	ɕien31	鲜：朝～（国名）
癬	ɕien31	癣：发～（生癣）
線	ɕien45	线：～索
薛	ɕiet2	薛：姓，～宝钗
泄	ɕiet2	泄：～漏，排～
羨	ɕien45	羡：～慕
展	ʦan31	展：开～，发～
哲	ʦat2	哲：～学
徹	ʦʰat2	彻：～底
撤	ʦʰat2	撤：～退
纏	ʦʰan41	缠：纠～，～线
轍	ʦʰat2	辙：南辕北～；苏～（人名）
氈	ʦan22	毡：羊毛～
戰	ʦan45	战：～斗
顫	ʦʰan22	颤：～抖
折	ʦak2	折：～断，打～
浙	ʦat2	浙：～江（地名）
舌	sat4	舌：舌头
搧	san45	扇：扇扇子，扇耳光[动]
扇	san45	扇：扇子[名]
設	sat2	设：～计，建～
蟬	san41	蝉
禪	ʦʰan41	禅：～宗，～师
善	san31	善：～良，心～
膳	san31	膳：～食，用～
單	tan22	单：姓
禪	ʦʰan41	禅：～让，封～
折	sat4	折：～本（赔本）
然	ien41	然：～后，居～
燃	ien41	燃：～烧
熱	ȵiet4	热：冷～，～情
遣	ʨʰien31	遣：派～
乾	ʨʰien41	乾：～坤，～隆
件	ʨʰien31	件：事～
傑	ʨʰiet4	杰：～出
諺	ien45	谚：农～，～语
孽	ȵiak2	孽：造～
延	ien41	延：～长，～安
演	ien45	演：～员，表～
建	ʨien31	建：～设
揭	ʨʰiet2	揭：～发，～露
揭	ʨiet2	揭：～阳（地名）
鍵	ʨʰien31	键：关～，～盘
腱	ʨʰien31	腱：肌～
言	ȵien41	言：语～
掀	ien22	掀：～起[文]
掀	ien22	掀：～被[白]
憲	ɕien45	宪：～法
獻	ɕien45	献：贡～
歇	ɕiet2	歇：～夜（过夜）
蠍	ɕiet2	蝎：蝎子，蛇～心肠
堰	ien45	堰：坝，都江～
邊	pien22	边：～疆，旁～
蝙	pien31	蝙：～蝠
扁	pien31	扁：圆扁
匾	pien31	匾：牌～
遍	pien45	遍：三～，～地，普～
片	pʰien31	片：一～，～面
撇	pʰiet2	撇：～捺，～开
蹩	pei22	蹩：跛，～脚
眠	min41	眠：～床（床），安～
麵	mien31	面：～粉
蔑	miet2	蔑：～视
顚	tien22	颠：～倒，～簸
典	tien31	典：～型，词～
天	tʰien22	天：～才
腆	tien31	腆：腼～
鐵	tʰiet2	铁：～皮
田	tʰien41	田：种～
塡	tʰien41	填：～空
電	tʰien31	电：触～，～灯
殿	tʰien31	殿：宫～
奠	tien45	奠：～基
墊	tien45	垫：～钱，座～
年	ȵien41	年：过～
撚	ȵien31	捻：以指捻碎
捏	ȵiaŋ22	捏：以指尖捏取小面积
憐	lin41	怜：可～[文]
憐	lin41	怜：可～[白]
蓮	lien41	莲：～花，睡～
練	lien31	练：～习，熟～
鍊	lien31	炼：～丹，锻～
链	lien31	链：项～，～条
楝	lien31	楝：苦～树
箋	ʨien31	笺：便～，信～
薦	ʨien45	荐：推～
節	ʨiet2	节：～约，竹～
千	ʨʰien22	千：～万
切	ʨʰiet2	切：～菜
前	ʨʰien41	前：从～，～后
截	ʨʰiet4	截：～断
先	ɕien22	先：祖～，～进，～生
楔	ɕiak2	楔：～入去（塞进去）[训]
肩	ʨien22	肩：～头
堅	ʨien22	坚：～强
繭	kan31	茧：蚕～
見	ʨien45	见：～人，～识
結	ʨiet2	结：～婚，～疕[文，动]
結	ket2	结：打～[白]
潔	ʨiet2	洁：～白，清～
牽	ʨʰien22	牵：～牛花
硏	ȵien22	研：～究
硯	ien45	砚：～台
顯	ɕien31	显：明～
賢	ɕien41	贤：～惠，圣～
弦	ɕien41	弦：琴～
現	ɕien31	现：～在，出～
煙	ien22	烟：冒～
燕	ien45	燕：姓；～京，～山（地名）
燕	ien45	燕：燕子，～窝
嚥	ien22	咽：～喉
宴	ien45	宴：～会
般	pan22	般：～配，一～
搬	pan22	搬：～运
半	pan45	半：一～，～日
絆	pʰan31	绊：～脚石，～马索
鉢	pat2	钵：花～（花盆），衣～
撥	pat2	拨：～款
潘	pʰan22	潘：姓
拚	pʰin45	拼：～命
判	pʰan45	判：～断，审～
潑	pʰat2	泼：～水；泼辣
盤	pʰan41	盘：算～
伴	pʰan31	伴：～随，伙～[文]
伴	pʰan31	伴：做～，冇～[白]
拌	pʰan31	拌：凉～，搅～
叛	pan31	叛：～徒，背～
瞞	man22	瞒：隐～
饅	man41	馒：～头
鰻	man41	鳗：～鱼
滿	man22	满：～意
漫	man31	漫：～画，～长
末	mat4	末：～尾
沫	mat4	沫：泡～
抹	mat2	抹：～桌，～布
端	tɔn22	端：～正
短	tɔn31	短：长～
斷	tɔn45	断：判～，～案
鍛	tʰɔn31	锻：～炼
掇	tɔt2	掇：端东西，～菜
脫	tʰɔt2	脱：～鞋，摆～
團	tʰɔn41	团：～结，～长
糰	tʰɔn41	团：饭～，面～
斷	tʰɔn22	断：～绝[文]
斷	tʰɔn22	断：线断了[白]
段	tʰɔn31	段：姓；阶～
緞	tʰɔn31	缎：绸～
奪	tʰɔt4	夺：～取
暖	nɔn22	暖：冷～
鸞	lan41	鸾：～凤
卵	lɔn31	卵：鸡～（鸡蛋），～生
亂	lɔn31	乱：混～
捋	lu41	捋：捋袖子
捋	lɔt2	捋：～骨头（啃骨头）
鑽	ʦɔn45	钻：～孔，～山洞[动]
纂	ʦʰɔn31	纂：编～
攢	ʦɔn45	攒：积～
鑽	ʦɔn45	钻：电～[名]，～石
撮	ʦɔt2	撮：一～毛
撮	ʦʰɔt2	撮：～人（骗人），～把戏（变魔术）
酸	sɔn22	酸：～甜
算	sɔn45	算：计～
蒜	sɔn45	蒜：大蒜，蒜头
官	kan22	官：～司，当～
棺	kan22	棺：～材
觀	kan22	观：参～，～音
冠	kan45	冠：衣～，鸡～花
管	kan31	管：～理，气～
館	kan31	馆：图书～
貫	kan45	贯：一～，～彻
灌	kan45	灌：～溉
罐	kan45	罐：～头
觀	kan22	观：道～
冠	kan45	冠：～军
括	kat2	括：包～
寬	kʰan22	宽：～松
款	kʰan31	款：汇～，拨～
闊	kʰat2	阔：开～
玩	ŋan31	玩：～具，游～
歡	fan22	欢：喜～，～喜
喚	fan31	唤：呼～
煥	fan31	焕：～然一新
豁	hɔu45	豁：～免，～然开朗
桓	fan41	桓：齐～公
完	van41	完：～全[文]
完	ien41	完：用～，食～[白]
丸	ien41	丸：肉～
緩	fan31	缓：～慢，迟～
皖	van31	皖：安徽简称，～南事变
換	fan31	换：交～[文]
換	vɔn31	换：～水[白]
換	fan31	换：金不换[白]
活	fat4	活：生～
豌	vɔn31	豌：～豆
碗	vɔn31	碗：饭～
腕	vɔn31	腕：手～
頑	ŋan41	顽：～固，～皮
幻	fan31	幻：科～，～想
滑	vat4	滑：地～，～稽
猾	vat4	猾：狡～
挖	vat2	挖：～掘[文]
挖	vat2	挖：穵[白]
篡	ʦʰɔn45	篡：～位，～改
閂	sɔn22	闩：～门，门～
拴	sɔn22	拴：拴住（捆绑）
刷	sɔt2	刷：～牙，牙～
關	kan22	关：～门，海～
慣	kan45	惯：习～
刮	kat2	刮：～毛，搜～
還	fan41	还：～原[文]
還	van41	还：～钱[白]
還	hai41	还：～有[白]
環	fan41	环：～境
患	fan31	患：～病，忧～
宦	fan31	宦：～官
彎	van22	弯：转～
灣	van22	湾：台～，海～
戀	lien31	恋：～爱
劣	lɔt2	劣：～质，恶～
全	ʧʰiɔn41	全：～部，安～
泉	ʦʰan41	泉：～水，喷～
絕	ʨʰiet4	绝：～对
宣	ɕien22	宣：～布，～传
選	ɕien31	选：～择，挑～
雪	ɕiet2	雪：落～（下雪），～白
旋	ɕien41	旋：～转
轉	ʦɔn31	转：～学，～移，翻～
轉	ʦɔn41	转：～圈
篆	ʦʰɔn31	篆：～体，～书，～刻
傳	ʦʰɔn41	传：～达，流～
傳	ʦʰɔn31	传：～记，自～
專	ʦɔn22	专：～门，大～
磚	ʦɔn22	砖：～头
拙	ʧiɔt2	拙：勤能补～
川	ʦʰɔn22	川：四～
穿	ʦʰɔn22	穿：～堂风，揭～
喘	ʦʰɔn31	喘：哮～
串	ʦʰɔn45	串：一～，～通
船	sɔn41	船：轮～
說	sɔt2	说：小～
軟	ȵiɔn22	软：～弱
捲	ʨien31	卷：～起来[动]
眷	ʨien31	眷：～属
卷	ʨien31	卷：试～[名]
絹	ʨien22	绢
圈	ʨʰien22	圈：圆～，～套
拳	ʨʰien41	拳：～头
權	ʨʰien41	权：～利
倦	ʨʰien31	倦：疲～
圓	ien41	圆：团～
員	ien41	员：人～，～工
院	ien45	院：医～，～长
緣	ien41	缘：～分
沿	ien41	沿：边～，～江路
鉛	ien41	铅：～笔，～球
捐	ʨien22	捐：～钱
悅	iet4	悦：愉～
閱	iet4	阅：～读
藩	pʰan22	藩：曾国～
反	fan31	反：～对，造～
販	fan45	贩：～毒，小～，～卖
髮	fat2	发：头～
發	fat2	发：～展，～财[文]
發	pɔt2	发：～虫（长虫）[白]
翻	fan22	翻：～书[文]
翻	fan22	翻：翻转；呕吐[白]
番	fan22	番：三～两次，～薯
番	fan22	番：一～被（一床被子）
番	pʰan22	番：～禺（地名）
煩	fan41	烦：麻～
礬	faŋ41	矾：明～
繁	fan41	繁：～华
飯	fan31	饭：～店[文]
飯	fan31	饭：食～（吃饭）[白]
伐	fat4	伐：讨～，～木工人
罰	fat4	罚：～款，惩～
晚	van31	晚：～会
挽	van31	挽：～留，手～手
萬	van31	万：～一
蔓	man31	蔓：～延，瓜～
襪	mat2	袜：鞋～
蕨	ʨʰiet2	蕨：植物
勸	ʨʰien45	劝：规～
券	ʨien31	券：国库～，证～
掘	ʧiut2	掘：挖～
元	ȵien41	元：～旦[文]
元	ien41	元：一～钱[白]
原	ȵien41	原：～来，平～
源	ȵien41	源：～头，来～
阮	ȵiɔn22	阮：姓，～玲玉
願	ȵien31	愿：～望
月	ȵiet4	月：三～
喧	ɕien22	喧：～哗，～闹
冤	ien22	冤：～枉
怨	ien45	怨：～人，埋～
袁	ien41	袁：姓，～世凯
園	ien41	园：菜～，花～
援	ien41	援：～助，支～
遠	ien31	远：永～
越	iet4	越：～来～好
曰	iet4	曰：子～
粵	iet4	粤：～东
決	ʨiet2	决：～定
訣	ʨiet2	诀：口～
犬	ʨʰien45	犬：狂～病
缺	ʨʰiet2	缺：～点
血	ɕiet2	血：流～
玄	ɕien41	玄：～妙
懸	ɕien41	悬：～挂，～崖
縣	ien31	县：～长
穴	ɕiet4	穴：～位
淵	ien22	渊：深～，～源
吞	tʰun22	吞：～口水
跟	ken22	跟：～从
根	ken22	根：～本，树～
懇	kʰen31	恳：～求，诚～
墾	kʰen31	垦：开～
齦	ŋen41	龈：牙～肉（牙龈）
痕	hen41	痕：～迹
很	hen31	很：～大
恨	hen31	恨：仇～
恩	en22	恩：～人
彬	pin22	彬：文质～～；人名用字
賓	pin22	宾：贵～
檳	pin22	槟：～榔
濱	pin22	滨：哈尔～（地名）
殯	pin22	殡：～仪馆，出～
筆	pit2	笔：毛～，～记
畢	pit2	毕：～业
必	pit2	必：～须
匹	pʰit2	匹：～配
貧	pʰin41	贫：扶～
頻	pʰin41	频：～繁
弼	pit2	弼：～马温；任～时
閩	min31	闽：福建简称，～南
民	min41	民：人～，～族
敏	min31	敏：灵～
密	met4	密：秘～，～封
蜜	met4	蜜：～蜂
鄰	lin41	邻：～居
鱗	lin22	鳞：鱼～
燐	lin41	磷：～肥
栗	lit4	栗：～子
津	ʨin22	津：天～（地名）
儘	ʨʰin31	尽：～管，～早
進	ʨin45	进：～步，前～
晉	ʨin31	晋：山西简称；魏～南北朝
親	ʨʰin22	亲：～生，父～
親	ʨʰin22	亲：～家
七	ʨʰit2	七：数字
漆	ʨʰit2	漆：油～
秦	ʨʰin41	秦：姓；～国
盡	ʨʰin31	尽：～量，～力，～头
疾	ʨʰit4	疾：残～
辛	ɕin22	辛：～苦
新	ɕin22	新：～旧
新	ɕin22	新：～妇（儿媳妇）
薪	ɕin22	薪：～水
信	ɕin45	信：相～
訊	ɕin31	讯：通～
悉	ɕit2	悉：熟～
膝	ʨʰit2	膝：～头（膝盖）
珍	ʨin22	珍：～珠
鎭	ʨin31	镇：～长，～压
趁	ɕin31	趁：～机
陳	ʨʰin41	陈：姓；～列，～皮
塵	ʨʰin41	尘：灰～，～灰
陣	ʨʰin31	阵：～雨
姪	ʨʰit4	侄：～子
秩	ʨʰit2	秩：～序
臻	ʨin22	臻：聂荣～
襯	ʦʰen45	衬：～衫
蝨	set2	虱：虱子，～嫲
眞	ʨin22	真：认～，～假
診	ʨin22	诊：急～
疹	ʨin22	疹：麻～
振	ʨin31	振：～动
震	ʨin31	震：地～
質	ʨit2	质：～量，品～
神	ɕin41	神：～仙，精～
實	ɕit4	实：老～，～在
身	ɕin22	身：～体，上～
申	ɕin22	申：～请；地支，申酉戌亥
伸	ɕin22	伸：～展，延～[文]
伸	ʧʰiun22	伸：～手[白]
娠	ɕin41	娠：妊～反应
失	ɕit2	失：～去，丧～
室	ɕit2	室：教～，～内
辰	ʨʰin41	辰：时～
晨	ɕin41	晨：朝～
臣	ʨʰin41	臣：大～
腎	ɕin31	肾：～病
腎	ʨʰin22	肾：鸡～（鸡肫）[白]
愼	ɕin31	慎：谨～，～重
人	ȵin41	人：老～，～民
仁	in41	仁：～义
忍	ȵin22	忍：～耐，～受
認	ȵin31	认：承～，～真
靭	ŋen31	韧：不易断，坚～[文]
靭	ŋen31	韧：不易断[白]
日	ȵit2	日：十～，～期
巾	ʨin22	巾：围～
緊	ʨin31	紧：～张
吉	ʨit2	吉：～利
僅	ʨin31	仅：～～，不～
銀	ŋen41	银：金～，～行
釁	ɕin31	衅：挑～
因	in22	因：原～
姻	ien22	姻：婚～
印	in45	印：手～
乙	iet2	乙：天干，甲乙丙丁
一	it2	一：数字
寅	in41	寅：地支，子丑寅卯
引	in31	引：吸～
逸	it4	逸：劳～结合
斤	ʨin22	斤：～两
筋	ʨin22	筋：牛～丸
謹	ʨin31	谨：～慎，严～
勁	ʨin45	劲：有～，～敌
乞	ʨʰit2	乞：～食，～求
勤	ʨʰin41	勤：～劳
芹	ʧʰiun41	芹：～菜
近	ʨʰin31	近：最～，～来[文]
近	kʰen22	近：远近[白]
欣	ɕin22	欣：～赏
殷	in22	殷：姓；～勤
隱	in31	隐：～形，～身
癮	in31	瘾：喜欢；烟～
奔	pen22	奔：～跑，东～西走
本	pun31	本：～来，书～
不	put2	不：～过
噴	pʰun45	喷：～水；～嚏
盆	pʰun41	盆：面～（脸盆），～地
笨	pun45	笨：～蛋[文]
笨	pʰun22	笨：厚[白]
勃	pʰut4	勃，蓬～，生机～～
門	mun41	门：关～
悶	mun31	闷：烦～，～热
沒	mut4	没：沉～，～有，出～
敦	tun22	敦：～厚；伦～（地名）
墩	tun31	墩：桥～
頓	tun31	顿：停～，～脚
