#漢字	音標	解釋
躲	kʰɔŋ52	躲：躲起来，躲避
剁	tɔk055	剁：用刀向下砍
妥	tʰɔu31	妥：妥当，妥协
橢	tʰɔu52	椭：橢圆
糯	nɔu52	糯：糯米
騾	lɔu212	骡：马与驴杂交的一种动物
螺	lɔu212	螺：螺蛳
腡	lɔu212	脶：手指纹，圆的
囉	lɔu212	啰：啰唆
裸	kɔu31	裸：裸体
瘰	let055	瘰：生瘰（疮疖），多生在脖子上
摞	lui45	摞：把东西整齐地重叠往上放
銼	tsʰɔu52	锉：锉刀，木锉
坐	tsʰɔu33	坐：坐下来，请坐
座	tsʰɔu52	座：座位，上座
蓑	sɔu33	蓑：蓑衣
梭	sɔu33	梭：织布梭
唆	sɔu33	唆：啰唆，唆使
鎖	sɔu31	锁：一把锁，锁匙
瑣	sɔu52	琐：琐碎，烦琐
過	kɔu52	过：姓
鍋	vɔk031	锅：砂锅，锅铲
戈	kʰɔu33	戈：大动干戈
果	kɔu31	果：水果，果冻
裹	kɔu31	裹：包裹，裹东西（如棕子）
餜	kɔu31	馃：清明馃，米馃，巧果
過	kɔu52	过：过去（走过去，从前）
科	kʰɔu33	科：文科，科学
棵	kʰɔu33	棵：一棵，棵子（植物的梗子，根茎）
顆	kʰɔu33	颗：一颗珍珠，颗粒
課	kʰɔu52	课：上课，课文
訛	kʰau33	讹：讹诈，讹传，以讹传讹
臥	ŋɔu52	卧：卧倒，卧铺，卧薪尝胆
火	fɔu31	火：着火，火车，火神庙
夥	fɔu31	伙：伙计（店里打杂工的），合伙
伙	fɔu31	伙：伙食
貨	fɔu52	货：到货，货车，百货商店
和	fɔu212	和：我和你,和牌，和平
禾	vɔu212	禾：水稻
禍	fɔu52	祸：闯祸，祸害
和	fɔu212	和：和面，唱和，和诗
窩	vɔu33	窝：窝藏，窝囊，窝火
涴	van31	涴：弄脏，脚陷入泥里
瘸	pei212	瘸：瘸手，瘸腿
靴	ʃiau33	靴：靴子，皮靴
巴	pa33	巴：巴掌，巴结，巴黎
芭	pa33	芭：芭蕉，芭蕾
疤	pa33	疤：结疤，伤疤
吧	pa33	吧：酒吧，吧台
笆	pa33	笆：篱笆
把	pa31	把：把握，一把刀，把脉，抓一把
垻	pa52	坝：平地
欛	pa31	把：刀把（柄）
壩	pa52	坝：大坝，堤坝
爸	pa33	爸：父亲
怕	pʰa52	怕：害怕，怕生
帕	pʰa52	帕：手帕
爬	pʰa212	爬：爬树，爬行动物
琶	pʰa212	琶：琵琶
杷	pʰa212	杷：枇杷
鈀	pʰa212	钯：钉钯（猪八戒的武器），钯子，挖地的农具
耙	pʰa212	耙：犁耙，用牛拉的碎土工具
麻	ma212	麻：麻袋，天麻
蟆	ma212	蟆：蛤蟆（青蛙、蛙类、蝌蚪），癞蛤蟆
媽	ma33	妈：妈妈，后妈
痲	ma212	痳：痳疹，痳疯
馬	ma33	马：骑马，马后砲，马虎
碼	ma33	码：码头，筹码
駡	ma52	骂：骂人，咒骂
拿	na33	拿：拿不出手，拿手，拿东西，推拿
茶	tsʰa212	茶：茶叶，喝茶
搽	tsʰat031	搽：搽药，搽雪花膏
査	tsʰa212	楂：山楂
渣	tsa33	渣：甘蔗渣，油渣，药渣，渣滓
詐	tsa52	诈：诈骗，敲诈
榨	tsa52	榨：榨油，榨菜，压榨
炸	tsa52	炸：轰炸，炸弹
叉	tsʰa33	叉：鱼叉，叉腰
杈	tsʰa33	杈：枝杈
差	tsʰa33	差：差别，时差，好的差的
岔	tsʰa33	岔：三岔路口，《三岔口》（京剧）
差	tsʰa33	差：差多少钱
査	tsʰa212	查：调查，查帐
乍	tsa52	乍：乍浦，初来乍到
沙	sa33	沙：黄沙，泥沙，沙漠
紗	sa33	纱：纱布，棉纱
痧	sa33	痧：夏天中暑，刮痧
砂	sa33	砂：朱砂，铁砂，砂纸
灑	sa31	洒：洒水
廈	ha52	厦：高楼大厦，商厦
家	ka33	家：成家，家教，老家
加	ka33	加：加法，加工，加油
痂	ka33	痂：结痂，痂皮
嘉	ka33	嘉：嘉宾，嘉兴，嘉峪关
傢	ka33	傢：傢伙，傢什（工匠用的），傢具
假	ka31	假：真假
賈	ka31	贾：姓，贾宝玉
假	ka31	假：放假，假期
架	ka52	架：衣架，脚手架，摆架子
駕	ka52	驾：驾驶，大驾光临
嫁	ka52	嫁：出嫁，嫁女儿
稼	ka52	稼：庄稼，邓稼先
價	ka52	价：价钱，价值
牙	ŋa212	牙：牙齿，刷牙
芽	ŋa212	芽：豆芽
衙	ŋa212	衙：衙门
伢	ŋa212	伢：伢儿，伢郎（小孩子）
蚜	ŋa212	蚜：蚜虫（木虱,生在豆类、棉花、稻等幼苗上）
雅	ŋa33	雅：文雅，雅座
砑	ŋa212	砑：弹好棉花后，用厚实的木圆盘砑砑平
蝦	ha212	虾：鱼虾，虾公
嚇	hak031	吓：吓一跳
霞	ha212	霞：朝霞，晚霞，人名用字
瑕	ha212	瑕：瑕疵
蝦	ha212	虾：虾蟆（青蛙、蛙类、蝌蚪）
下	ha52	下：下面，乡下，上下
夏	ha52	厦：厦门
廈	ha52	夏：姓
下	ha52	下：下降，下去，下流
夏	ha52	夏：春夏，立夏
鴉	a33	鸦：老鸦，乌鸦
丫	a33	丫：丫头
椏	a33	桠：桠杈
啞	a31	哑：哑巴，聋哑
亞	a31	亚：亚洲，亚军，东亚
姐	tsi31	姐：姐姐，小姐
借	tsia52	借：借钱
且	tsʰia31	且：而且，况且
藉	sit055	藉：藉故，藉口
些	sia33	些：一些
寫	sia31	写：写字，写信
瀉	sia52	泻：腹泻，泻肚子
卸	sia52	卸：装卸，卸货
邪	sia212	邪：邪气，邪门歪道
斜	tsʰia212	斜：不正
謝	sia52	谢：谢谢，姓
爹	tia33	爹：父亲
遮	tʃa33	遮：遮住，遮挡
者	tʃæt031	者：记者，作者，之乎者也。
蔗	tʃa52	蔗：甘蔗，蔗糖
車	tʃʰa33	车：火车
扯	tʃʰa31	扯：拉扯，扯钻
蛇	ʃa212	蛇：一条蛇
射	ʃa52	射：发射，射箭
麝	ʃa52	麝：麝香
賒	tʃʰa33	赊：赊帐
奢	tʃʰa33	奢：奢侈
捨	ʃa31	舍：舍不得，割舍
赦	ʃæt031	赦：大赦，十恶不赦，赦免
舍	ʃa31	舍：宿舍
騇	ʃa31	騇：母的牛马
社	ʃa33	社：公社，社会
惹	ȵia33	惹：招惹，小孩惹事，传染
耶	ʒei212	耶：耶酥
爺	ʒa212	爷：爷爷，父亲
椰	ʒei212	椰：椰子
也	ʒa33	也：之乎者也，也是
野	ʒa33	野：野兔
夜	ʒa52	夜：走夜路，夜班，夜晚
傻	sa31	傻：傻瓜
耍	sa31	耍：玩耍，耍人
瓜	kua33	瓜：黄瓜，西瓜
蝸	vɔu33	蜗：蜗牛
寡	kua31	寡：寡妇，守寡
剮	kua31	剐：千刀万剐
誇	kʰua33	夸：夸奖，夸张
侉	kʰua33	夸：夸大
垮	kʰua33	垮：垮台
跨	kʰua33	跨：跨过障碍物，跨步，跨度
娃	va33	娃：娃娃，洋娃娃
瓦	ŋa31	瓦：名词，瓦片
瓦	ŋa31	瓦：动词，瓦砖
花	fa33	花：一朵花，开花
化	fa52	化：变化
華	fa212	华：中华
划	vat031	划：划船
華	fa212	华：华山，姓
樺	fa212	桦：桦树
蛙	va33	蛙：青蛙，蛙跳，蛙泳
窪	va33	洼：洼地，低洼
補	pu31	补：补衣服
譜	pʰu31	谱：族谱，宗谱，歌谱
布	pu52	布：一块布，布料
佈	pu52	布：宣布，公布
鋪	pʰu33	铺：铺开，铺设，铺张
普	pʰu33	普：普通
浦	pʰu31	浦：浦江
鋪	pʰu52	铺：店铺，当铺
怖	pu52	怖：恐怖
蒲	pʰu31	蒲：菖蒲，蒲团
菩	pʰu212	菩：菩萨
脯	pʰu52	脯：胸脯
葡	pʰu212	葡：葡萄
部	pʰu52	部：部队，干部
簿	pʰu33	簿：帐簿，练习簿
步	pʰu52	步：一步，脚步，步行
捕	pʰu31	捕：逮捕，捕快
埠	pu33	埠：埠头，蚌埠
模	mɔu212	模：模型
模	mɔu212	模：模范
摹	mɔu212	摹：摹仿，描摹
暮	mɔk055	暮：
慕	mɔu52	慕：羡慕
墓	mɔu52	墓：坟墓，墓地
募	mɔk031	募：募捐，招募
都	tu33	都：都市，首都
都	tɔu33	都：都是
堵	tu31	堵：堵车，堵塞
賭	tu31	赌：打赌，赌博
肚	tu52	肚：猪肚（胃）
妒	tu52	妒：妒忌
土	tʰu31	土：
吐	tʰu52	吐：吐痰
吐	tʰu52	吐：呕吐
兔	tʰu52	兔：兔子，野兔
途	tʰu212	途：前途
屠	tʰu212	屠：屠杀，屠夫
徒	tʰu212	徒：徒弟，学徒
塗	tʰu212	涂：泥涂
圖	tʰu212	图：画图，地图
杜	tʰu52	杜：姓，杜仲
肚	tu31	肚：肚子，肚脐
度	tʰu52	度：度量
渡	tʰu52	渡：摆渡，渡船，偷渡
鍍	tʰu52	镀：电镀
奴	nu212	奴：奴隶
努	nu31	努：努力
怒	nu52	怒：发怒
盧	lu212	卢：姓
爐	lu212	炉：炉子，风炉
蘆	lu212	芦：芦苇
魯	lu45	鲁：鲁国，鲁迅
虜	lu31	虏：俘虏
路	lu52	路：一条路，大路，走路
賂	lu52	赂：贿赂
露	lu52	露：露水，白露
鷺	lu52	鹭：白鹭，鹭鸶（一种鸟，腿很长）
租	tsɿ33	租：租房子，田租
祖	tsɿ31	祖：祖宗，祖国
組	tsɿ33	组：组长，小组，组织
做	tsɔu52	做：做事情
粗	tsʰɿ33	粗：粗细，粗心
醋	tsʰɿ52	醋：一种调味料，味酸。吃醋
措	tʃʰʅ52	措：措施，举措
錯	tsʰɔu52	错：做错，错误，过错
蘇	sɿ33	苏：苏州，苏联，姓
酥	sɿ33	酥：杏仁酥，酥糖，酥油
素	sɿ31	素：吃素，朴素，素质
訴	sɿ31	诉：告诉，上诉，诉讼
塑	sɔk031	塑：塑料，塑像
嗉	sɿ31	嗉：鸟嗉子，嗉囊
姑	ku33	姑：姑妈，姑娘
孤	ku33	孤：孤儿，孤独
辜	ku33	辜：无辜，辜负
古	ku31	古：古老，古代
估	kʰu33	估：估计，毛估估
牯	ku31	牯：公牛，公狗
股	ku31	股：一股线，股票
鼓	ku31	鼓：锣鼓
蠱	ku31	蛊：蛊惑
故	ku31	故：故事，事故
固	ku52	固：固定
雇	ku52	雇：雇主
顧	ku52	顾：照顾，顾忌
枯	kʰu45	枯：树枯了，水枯了
苦	kʰu31	苦：甜的苦的，吃苦
庫	kʰu52	库：水库，库存
褲	kʰu52	裤：裤子
吳	m̩212	吴：姓
蜈	m̩212	蜈：蜈蚣
吾	ŋ̍212	吾：
梧	ŋ̍212	梧：梧桐
五	m̩31	五：数字
伍	m̩31	伍：队伍，姓
午	m̩31	午：端午，中午
誤	ŋu52	误：误会，错误，耽误
悟	ŋu212	悟：孙悟空，觉悟
呼	fu33	呼：呼吸，呼鸡
虎	fu31	虎：老虎
滸	ʃu31	浒：水浒传
胡	fu212	胡：姓，二胡
湖	fu212	湖：
糊	fu212	糊：米糊（用米粉调制的食品，可以喂婴儿），浆糊，糊涂，糊了
狐	fu212	狐：狐狸
壺	fu212	壶：水壶
乎	fu33	乎：之乎者也
葫	fu212	葫：葫芦
蝴	fu212	蝴：蝴蝶
鬍	fu212	胡：胡须
戶	fu52	户：户口
滬	lu212	沪：上海简称
互	fu33	互：互相，相互
護	fu52	护：保护，护士
烏	vu33	乌：黑，乌纱帽
污	vu33	污：污染
塢	vu33	坞：山坞，船坞
惡	ɔk031	恶：可恶，大便
女	ȵi31	女：女儿，女婿，孙女，女人
廬	lu212	庐：庐山
驢	lu212	驴：毛驴
呂	li33	吕：姓，吕布
稆	li33	稆：稆谷，稆生（野生）
旅	li45	旅：旅长
慮	li52	虑：考虑
濾	li52	滤：过滤
蛆	kʰi45	蛆：蛆虫（孑孓）
胥	sei52	胥：伍子胥
徐	tsʰi212	徐：姓
序	si52	序：秩序
叙	tsʰi52	叙：
緖	si52	绪：光绪，情绪
嶼	ʒu31	屿：小岛
豬	tʃu45	猪：养猪，猪八戒
著	tʃu52	著：著名，显著
褚	tʃu33	褚：姓
除	tʃʰu212	除：除法，除衣服，把东西除掉
儲	ʃu212	储：储蓄
箸	tʃʰu52	箸：筷子。箸笼（盛筷器）
阻	tsɿ31	阻：阻力，阻拦
初	tsʰɿ33	初：大年初一，初中
楚	tsʰɿ31	楚：姓，楚国。
礎	tsʰɿ31	础：柱下石，基础
鋤	tsʰɿ212	锄：锄头
助	tsʰɿ52	助：帮助
梳	sɿ33	梳：梳头，梳子（头梳）
疏	sɿ33	疏：亲疏，疏密，疏远
蔬	sɿ33	蔬：蔬菜，菜蔬
所	sɔu31	所：所以，派出所
疏	sɿ33	疏：注疏，经疏
諸	tʃu45	诸：诸葛亮，诸如此类
煮	tʃu31	煮：煮饭，煮粥
處	tʃʰu52	处：处理
杵	tʃʰu23	杵：舂杵（可用来捣草药），杵杖（旧式手杖）
處	tʃʰu52	处：处所，处里（家里）
書	ʃu33	书：一本书
舒	ʃu33	舒：舒服，姓
鼠	tʃʰu31	鼠：老鼠
暑	ʃu31	暑：暑假，中暑
墅	ʃu31	墅：别墅
署	ʃu31	署：署名
薯	ʃu212	薯：番薯，薯片，山药
如	ʒu212	如：如果，假如
居	ki33	居：居民
車	ki33	车：车馬炮
舉	ki31	举：举起，举报
據	ki31	据：收据
鋸	ki52	锯：锯子，锯木头
墟	ʃi33	墟：墟市，废墟
去	kʰi52	去：来去，去湿，过去（从前）
渠	ki31	渠：水渠，渠道
佢	ki212	佢：他
拒	ki31	拒：拒绝
距	ki31	距：距离
魚	ȵi212	鱼：一条鱼
漁	ȵi212	渔：渔业，渔场
語	ȵi33	语：语文
虛	ʃi33	虚：虚心，心虚，肿
噓	ʃi33	嘘：吹嘘，嘘声
許	ʃu31	许：姓，许多，许愿，许配，远指“那儿”怎么说，答应别人怎么说
於	ʒu212	于：在于
余	ʒu212	余：姓
餘	ʒu212	余：多余
與	ʒu45	与：参与，与众不同
予	ʒu52	予：给予
譽	ʒu52	誉：荣誉
預	ʒu52	预：预报，预备
豫	ʒu52	豫：河南简称，犹豫
夫	fu33	夫：夫妻，车夫
膚	fu33	肤：皮肤
跗	fu52	跗：脚背
府	fu31	府：XX府
腑	fu31	腑：五脏六腑
俯	fu31	俯：俯视，俯卧撑
甫	pʰu31	甫：杜甫
脯	pʰu31	脯：明脯（晒干的乌贼），杏脯
斧	pu31	斧：斧头
付	fu52	付：付钱
賦	fu52	赋：天赋，赋予
傅	fu52	傅：姓，
咐	fu52	咐：吩咐、嘱咐
敷	fu33	敷：敷衍，敷药
俘	fu33	俘：俘虏
孵	pʰu52	孵：孵小鸡
撫	fu31	抚：抚养，安抚，抚恤金
赴	fu52	赴：赴汤蹈火，前赴后继
符	fu212	符：姓，符合，画符
扶	pʰu212	扶：搀扶，扶贫，扶手
芙	fu212	芙：芙蓉
父	fu52	父：父亲，师父
釜	fu31	釜：破釜沉舟
腐	fu52	腐：豆腐，腐败
輔	pʰu31	辅：辅导，辅助
附	fu52	附：附近，附带
無	vu212	无：没有，无产阶级，无中生有
巫	mɔu212	巫：巫婆，老巫
誣	vu33	诬：诬陷，诬告
武	vu31	武：武器，武力
舞	vu31	舞：跳舞，舞龙
侮	vu33	侮：侮辱
鵡	vu31	鹉：鹦鹉
務	vu52	务：任务，务农
霧	vu52	雾：
縷	leu31	缕：千丝万缕
屢	lui33	屡：屡教不改
趨	tsʰi33	趋：趋势
取	tsʰi31	取：取帐（讨债），取名字，赎取，取得
娶	tsʰi31	娶：
趣	tsʰi52	趣：趣味，有趣
聚	tsʰi52	聚：聚会
須	si33	须：必须
鬚	si33	须：胡须，锦旗下面垂的须
需	si33	需：需要，必需品
續	siuk055	续：连续
誅	tʃu33	诛：天诛地灭
蛛	tʃu33	蛛：蜘蛛
株	tʃu33	株：一株树，守株待兔
拄	tʃu52	拄：拄拐杖，挑担时放在另一肩膀上的棍子，休息时可用来支撑
駐	tʃʰu52	驻：驻扎，驻军，驻马店
註	tʃu52	註：注释
廚	tʃʰu212	厨：厨子，厨头
櫥	tʃʰu212	橱：碗橱
柱	tʃʰu33	柱：柱子，水柱
住	tʃʰu52	住：
雛	tsʰɿ212	雏：雏形
數	sɿ52	数：动词，念珠怎么说
數	sɿ52	数：数目，分数
朱	tʃu33	朱：姓
硃	tʃu33	硃：朱砂
珠	tʃu33	珠：珍珠，眼睛的说法
主	tʃu31	主：主人，地主
注	tʃu52	注：注意
蛀	tʃu52	蛀：衣服被虫蛀了
鑄	tʃu52	铸：铸铁，铸镬，铸造
輸	ʃu33	输：输赢
輸	ʃu33	输：运输
殊	ʃu212	殊：特殊
豎	ʃu52	竖：横竖（笔画）
樹	ʃu52	树：一棵树，树立
儒	ʒu212	儒：
乳	ʒu31	乳：乳房，麦乳精，哺乳
拘	kʰi33	拘：拘留
駒	kʰi33	驹：小马
倶	kʰi31	俱：俱备，俱乐部
矩	ki31	矩：规矩
句	ki52	句：一句话，句子
區	kʰi33	区：地区，区别
驅	kʰi33	驱：先驱，驱动
軀	kʰi33	躯：身躯
嶇	kʰi33	岖：崎岖
具	kʰi31	具：具体，家具
懼	ki52	惧：恐惧，惧怕
愚	ȵi212	愚：愚蠢，愚公移山
娛	ŋu52	娱：娱乐
遇	ȵi52	遇：遇见，遭遇
寓	ʒu52	寓：公寓，寓言
吁	ʃi33	吁：气喘吁吁，长吁短叹
于	ʒu212	于：于是，姓
盂	ʒu212	盂：痰盂，碗怎么说
雨	ʒu31	雨：下雨
宇	ʒu31	宇：宇宙
羽	ʒu31	羽：羽毛
芋	vu52	芋：芋头、芋艿
楡	ʒu52	榆：榆树
逾	ʒu52	逾：逾期
愉	ʒu52	愉：愉快
愈	ʒu52	愈：愈好，病愈
喩	ʒu52	喻：比喻
裕	ʒu52	裕：富裕
獃	tai33	呆：书呆子
戴	tai52	戴：姓，戴帽
胎	tʰɔi33	胎：投胎，双胞胎，胎盘
台	tʰɔi212	台：天台，台州
態	tʰai31	态：态度，心态
貸	tʰɔi52	贷：借贷，贷款
臺	tʰɔi212	台：平台，台湾
台	tʰɔi212	台：平台
苔	tʰɔi212	苔：青苔，舌苔
抬	tʰɔi212	抬：两个人抬
待	tʰai52	待：等待，待人
怠	tʰai52	怠：怠慢，怠工
代	tʰɔi52	代：代表
袋	tʰɔi52	袋：口袋，麻袋
逮	tai31	逮：逮捕
乃	nai33	乃：人名用字
耐	nai52	耐：耐心，忍耐
來	lɔi212	来：过来，来去
災	tsai33	灾：水灾，灾难
宰	tsai31	宰：宰相
載	tsai52	载：年载
再	tsai52	再：再来
載	tsɔi52	载：载重
猜	tsʰai33	猜：猜谜
彩	tsʰai31	彩：彩色，五彩
採	tsʰai31	采：采集
踩	tsʰai31	踩：踩油门
睬	tsʰai31	睬：理睬
菜	tsʰɔi52	菜：吃菜
纔	tsʰai212	才：刚才，才来
才	tsʰai212	才：人才，才气
材	tsʰai212	材：棺材，材料
財	tsʰai212	财：财主，发财
裁	tsʰai212	裁：裁缝，裁纸
在	tsʰai52	在：现在，在家
載	tsɔi52	载：满载
腮	sai33	腮：脸颊
鰓	sɔi33	鳃：鱼鳃
賽	sɔi31	赛：比赛，赛跑
該	kai33	该：应该，该死
改	kɔi31	改：修改，改正
概	kʰɔi31	概：概括，大概
溉	kʰɔi31	溉：灌溉
開	kʰɔi33	开：开门，打开
凱	kʰɔi31	凯：凯旋，乐凯
慨	kʰɔi31	慨：慷慨，感慨
咳	kʰet031	咳：咳嗽
呆	tai33	呆：笨，发呆，痴呆
礙	ŋɔi52	碍：妨碍，碍事
海	hɔi31	海：大海
孩	hai212	孩：孩子
亥	hɔi52	亥：地支末位，辛亥革命
哀	ai33	哀：悲哀，哀悼
埃	ai33	埃：尘埃，埃及
唉	hai52	唉：唉声叹气
愛	ɔi52	爱：喜爱，爱情
貝	pui52	贝：宝贝，贝壳
狽	pui52	狈：狼狈
沛	pʰui52	沛：充沛，沛公
帶	tai52	带：鞋带，带东西
太	tʰai52	太：太阳，老太婆
泰	tʰai52	泰：泰山
大	tʰai52	大：大夫，大黄，大蒜
奈	nai52	奈：无奈，奈何桥
賴	lai52	赖：姓，无赖，赖帐
癩	lai52	癞：癞头，癞（皮）蛤蟆
蔡	tsʰai52	蔡：姓
蓋	kɔi52	盖：盖子，盖被
丐	kɔi52	丐：乞丐，给，被动标记
艾	hai52	艾：艾草（端午节挂于门上,可以避邪除毒），艾滋病
害	hɔi52	害：害人
拜	pai52	拜：结拜，拜佛，礼拜
排	pʰai212	排：并排，排队
埋	mei212	埋：埋葬，埋头苦干
齋	tsai33	斋：吃斋
豺	tsʰai212	豺：豺狼虎豹
皆	kai33	皆：皆大欢喜
階	kai33	阶：台阶，阶段，阶级
介	kai52	介：介绍，中介
界	kai52	界：世界，边界
芥	kai52	芥：芥菜
尬	kai52	尬：尴尬
屆	kai52	届：第一届，届时
戒	kai52	戒：戒指，戒烟，猪八戒
揩	kai33	揩：擦，揩油
楷	kʰɔi31	楷：楷书，大楷
諧	ʃiat055	谐：谐音，和谐
駭	het031	骇：骇人听闻，惊骇
械	hai31	械：机械
挨	ai33	挨：挨近，挨住
擺	pai31	摆：摇摆，摆架子，放
派	pʰai31	派：派他去，派出所，老派
簰	pʰai212	排：竹排
牌	pʰai212	牌：牌坊，打牌
罷	pʰa52	罢：罢工，与“了”相当的助词
買	mai33	买：买进
賣	mai52	卖：卖掉
奶	nen52	奶：喂奶，奶奶
債	tsai52	债：讨债，还债
釵	tsʰa33	钗：宝钗，钗子
差	tsʰai33	差：出差
柴	tsʰai212	柴：火柴，柴火
篩	sai33	筛：筛酒，筛子，筛选
灑	sa31	洒：洒水
曬	sai52	晒：晒谷，晒衣服，晒太阳
佳	ka33	佳：人名用字
街	kai33	街：大街
解	kai31	解：讲解，解释
涯	ŋa212	涯：天涯
崖	ŋai212	崖：悬崖
捱	ai33	捱：捱打
鞋	hei212	鞋：布鞋，草鞋，皮鞋
解	kai31	解：姓
解	kai31	解：知道，懂了
蟹	hei31	蟹：八足二螯
矮	ei31	矮：个子矮
隘	ai212	隘：狭隘
敗	pʰai52	败：打败，失败
寨	tsʰai52	寨：山寨，大寨
蔽	pi52	蔽：隐蔽
弊	pi52	弊：作弊
幣	pi52	币：人民币
斃	pi52	毙：枪毙
例	li52	例：举例，例子
厲	li52	厉：严厉，厉害
勵	li52	励：鼓励
祭	tsi52	祭：祭祀
際	tsi52	际：国际
制	tʃʅ52	制：制度
製	tʃʅ52	製：制造
世	ʃʅ52	世：世界
勢	ʃʅ52	势：势力，有钱有势
誓	ʃʅ52	誓：发誓
逝	ʃʅ52	逝：去逝
藝	ȵi52	艺：艺术，文艺
刈	kɔt031	刈：割
閉	pi52	闭：闭眼，关闭
箅	pi52	箅：蒸笼中的竹屉
批	pʰei33	批：一批，批评
陛	pi52	陛：陛下
迷	mi212	迷：迷路
米	mi31	米：大米
謎	mi212	谜：谜语，猜谜
低	tei33	低：
堤	tʰi212	堤：
底	tei31	底：底气，水底
抵	ti31	抵：抵押
帝	ti52	帝：皇帝，帝国
蒂	ti52	蒂：瓜蒂
梯	tʰɔi33	梯：楼梯，梯子
體	tʰi31	体：体育，身体
替	tʰei52	替：代替，替身
涕	tʰi52	涕：鼻涕
剃	tʰei52	剃：剃头
題	tʰi212	题：题目，难题
提	tʰi212	提：提问，提醒
蹄	tʰei212	蹄：猪蹄
啼	tʰei212	啼：啼笑皆非，鸡啼
弟	tʰi52	弟：兄弟，弟弟
第	tʰi52	第：门第，第一
遞	tʰi52	递：传递
泥	nei212	泥：烂泥，水泥
犂	lei212	犁：耕田用具
黎	lei212	黎：黎明
禮	li33	礼：送礼，礼貌
麗	li52	丽：人名用字
隷	li52	隶：奴隶，隶属
莉	li52	莉：茉莉
擠	tsi31	挤：拥挤，挤上去，挤牙膏
濟	tsi52	济：接济，经济，济公
妻	tsʰi33	妻：老婆
凄	tsʰi33	凄：凄凉
悽	tsʰi33	悽：悽惨
齊	tsʰei212	齐：整齐，齐了
臍	tsʰi212	脐：肚脐，脐带
劑	tsi52	剂：药剂
西	si33	西：东西南北
棲	si33	栖：
犀	si33	犀：犀牛，羚羊犀角
洗	sei31	洗：洗衣服，洗衣粉
細	sei52	细：粗细，大细，比…少。
婿	sei52	婿：女婿
鷄	kei33	鸡：公鸡、小鸡
稽	ki33	稽：会稽，稽查
計	ki52	计：会计，计算
繼	ki52	继：继承，继续
繫	ʃi31	系：系鞋带，把鸡的两只脚捆起来便于携带
髻	ki52	髻：发髻
溪	kʰei33	溪：大溪
啓	kʰi31	启：启发
契	kʰei52	契：契约，地契
倪	ȵi212	倪：姓
系	ʃi31	系：中文系，系统
繫	ʃi31	系：连系
係	ʃi31	係：关系
縊	ʒit031	缢：缢死，自缢
杯	pui33	杯：茶杯
輩	pui52	辈：辈分，长辈
背	pɔi52	背：后背
坯	pʰi33	坯：粗坯，毛坯
配	pʰui52	配：分配、搭配
培	pʰui212	培：培训
陪	pʰui212	陪：陪你去
賠	pʰɔi212	赔：赔钱
徘	pʰai212	徘：徘徊
倍	pʰui52	倍：几倍
佩	pʰui52	佩：佩服
背	pʰɔi52	背：背书、背诵
梅	mui212	梅：梅花、腊梅
枚	mui212	枚：一枚别针
媒	mui212	媒：做媒、媒人
煤	mui212	煤：烧煤、煤矿
玫	mui212	玫：玫瑰花
莓	mui212	莓：一种果子，红色、小而圆。草苺，蛇莓
每	mui33	每：每个人、每天
